shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag,MyUnknownColumn,lead_time_days,delay_flag,cost_per_unit,anomaly_flag
SHP0133,DR-4339,Hurricane,6015,Infant Kits Hyper,Medical,Infant Care,1400,1380,1360,ATLANTA,Region IV,11/17/2017,11/21/2017,Truck,Careplus supply,5.5,7590,4,1,,4,1,5.5,0
SHP0134,DR-4339,Hurricane,7015,Medical Gauze Ultra,Medical,Emergency,3800,3800,3780,DALLAS,Region VI,11/18/2017,11/20/2017,Truck,Medrelief inc,0.15,570,3,1,,2,1,0.15,0
SHP0135,DR-4339,Hurricane,8015,LED Panels Hyper,Power,Lighting,2000,1980,1950,DALLAS,Region VI,11/18/2017,11/23/2017,Truck,Powergrid supply,17,33660,5,1,,5,1,17,0
SHP0136,DR-4339,Hurricane,9015,Power Switches Ultra,Power,Accessories,1800,1780,1750,ATLANTA,Region IV,11/19/2017,11/21/2017,Truck,Powergrid supply,6,10680,3,1,,2,1,6,0
SHP0137,DR-4339,Hurricane,1017,Water Carriers Ultra,Food & Water,Beverage,1000,980,970,ATLANTA,Region IV,11/19/2017,11/22/2017,Truck,Blueriver logistics,16,15680,3,1,,3,1,16,0
SHP0138,DR-4339,Hurricane,2018,Meal Packs Titan,Food & Water,Meal,3900,3850,3800,ATLANTA,Region IV,11/20/2017,11/22/2017,Truck,Blueriver logistics,5,19250,3,1,,2,1,5,0
SHP0139,DR-4339,Hurricane,3017,Storm Barriers Ultra,Shelter,Protection,1300,1280,1260,DALLAS,Region VI,11/20/2017,11/25/2017,Truck,Safecover inc,26,33280,5,1,,5,1,26,0
SHP0140,DR-4339,Hurricane,4016,Portable Power Units Titan,Power,Equipment,540,520,510,DALLAS,Region VI,11/21/2017,11/26/2017,Truck,Powergrid supply,130,67600,6,1,,5,1,130,0
SHP0141,DR-4339,Hurricane,5017,Thermal Gloves Ultra,Shelter,Warmth,3200,3200,3180,ATLANTA,Region IV,11/21/2017,11/24/2017,Truck,Comfortco,7,22400,3,1,,3,1,7,0
SHP0142,DR-4339,Hurricane,6016,Infant Towels Ultra,Medical,Infant Care,1600,1580,1560,ATLANTA,Region IV,11/22/2017,11/25/2017,Truck,Careplus supply,0.6,948,4,1,,3,1,0.6,0
SHP0143,DR-4339,Hurricane,7016,Medical Wraps Ultra,Medical,Emergency,3000,3000,2980,DALLAS,Region VI,11/22/2017,11/25/2017,Truck,Medrelief inc,0.3,900,3,1,,3,1,0.3,0
SHP0144,DR-4339,Hurricane,8016,LED Spotlights Ultra,Power,Lighting,1800,1780,1750,DALLAS,Region VI,11/23/2017,11/27/2017,Truck,Powergrid supply,13,23140,5,1,,4,1,13,0
SHP0145,DR-4339,Hurricane,9016,Power Connectors Ultra,Power,Accessories,1600,1580,1550,ATLANTA,Region IV,11/23/2017,11/26/2017,Truck,Powergrid supply,7,11060,3,1,,3,1,7,0
SHP0146,DR-4339,Hurricane,1018,Water Barrels Titan,Food & Water,Beverage,850,830,820,ATLANTA,Region IV,11/24/2017,11/26/2017,Truck,Blueriver logistics,28,23240,3,1,,2,1,28,0
SHP0147,DR-4339,Hurricane,2019,Meal Packs Titan Pro,Food & Water,Meal,4000,3950,3900,ATLANTA,Region IV,11/24/2017,11/27/2017,Truck,Blueriver logistics,5.5,21725,3,1,,3,1,5.5,0
SHP0148,DR-4339,Hurricane,3018,Storm Shields Titan,Shelter,Protection,1400,1380,1360,DALLAS,Region VI,11/25/2017,11/29/2017,Truck,Safecover inc,28,38640,5,1,,4,1,28,0
SHP0149,DR-4339,Hurricane,4017,Portable Generators Titan,Power,Equipment,260,250,245,DALLAS,Region VI,11/25/2017,12/1/2017,Truck,Powergrid supply,700,175000,6,1,,6,1,700,0
SHP0150,DR-4339,Hurricane,5018,Thermal Coats Ultra,Shelter,Warmth,3100,3100,3080,ATLANTA,Region IV,11/26/2017,11/28/2017,Truck,Comfortco,40,124000,3,1,,2,1,40,0
SHP0151,DR-4339,Hurricane,6017,Infant Kits Titan,Medical,Infant Care,1500,1480,1460,ATLANTA,Region IV,11/26/2017,11/30/2017,Truck,Careplus supply,6,8880,4,1,,4,1,6,0
SHP0152,DR-4339,Hurricane,7017,Medical Gauze Titan,Medical,Emergency,3900,3900,3880,DALLAS,Region VI,11/27/2017,11/29/2017,Truck,Medrelief inc,0.18,702,3,1,,2,1,0.18,0
SHP0153,DR-4339,Hurricane,8017,LED Panels Titan,Power,Lighting,2100,2080,2050,DALLAS,Region VI,11/27/2017,12/2/2017,Truck,Powergrid supply,19,39520,5,1,,5,1,19,0
SHP0154,DR-4339,Hurricane,9017,Power Switches Titan,Power,Accessories,1700,1680,1650,ATLANTA,Region IV,11/28/2017,11/30/2017,Truck,Powergrid supply,7,11760,3,1,,2,1,7,0
SHP0155,DR-4339,Hurricane,1019,Water Carriers Titan,Food & Water,Beverage,1100,1080,1070,ATLANTA,Region IV,11/28/2017,12/1/2017,Truck,Blueriver logistics,18,19440,3,1,,3,1,18,0
SHP0156,DR-4339,Hurricane,2020,Meal Packs Titan Ultra,Food & Water,Meal,4100,4050,4000,ATLANTA,Region IV,11/29/2017,12/1/2017,Truck,Blueriver logistics,6,24300,3,1,,2,1,6,0
SHP0157,DR-4339,Hurricane,3019,Storm Barriers Titan Pro,Shelter,Protection,1500,1480,1460,DALLAS,Region VI,11/29/2017,12/4/2017,Truck,Safecover inc,30,44400,5,1,,5,1,30,0
SHP0158,DR-4339,Hurricane,4018,Portable Power Units Ultra Pro,Power,Equipment,560,540,530,DALLAS,Region VI,11/30/2017,12/5/2017,Truck,Powergrid supply,140,75600,6,1,,5,1,140,0
SHP0159,DR-4339,Hurricane,5019,Thermal Gloves Titan,Shelter,Warmth,3300,3300,3280,ATLANTA,Region IV,11/30/2017,12/3/2017,Truck,Comfortco,8,26400,3,1,,3,1,8,0
SHP0160,DR-4339,Hurricane,6018,Infant Towels Titan,Medical,Infant Care,1700,1680,1660,ATLANTA,Region IV,12/1/2017,12/4/2017,Truck,Careplus supply,0.7,1176,4,1,,3,1,0.7,0
SHP0161,DR-4339,Hurricane,7018,Medical Wraps Titan,Medical,Emergency,3100,3100,3080,DALLAS,Region VI,12/1/2017,12/4/2017,Truck,Medrelief inc,0.35,1085,3,1,,3,1,0.35,0
SHP0162,DR-4339,Hurricane,8018,LED Spotlights Titan,Power,Lighting,1900,1880,1850,DALLAS,Region VI,12/2/2017,12/6/2017,Truck,Powergrid supply,14,26320,5,1,,4,1,14,0
SHP0163,DR-4339,Hurricane,9018,Power Connectors Titan,Power,Accessories,1700,1680,1650,ATLANTA,Region IV,12/2/2017,12/5/2017,Truck,Powergrid supply,8,13440,3,1,,3,1,8,0
SHP0164,DR-4339,Hurricane,1020,Water Barrels Titan Pro,Food & Water,Beverage,900,880,870,ATLANTA,Region IV,12/3/2017,12/5/2017,Truck,Blueriver logistics,30,26400,3,1,,2,1,30,0
SHP0165,DR-4339,Hurricane,2021,Meal Packs Titan Elite,Food & Water,Meal,4200,4150,4100,ATLANTA,Region IV,12/3/2017,12/6/2017,Truck,Blueriver logistics,6.5,26975,3,1,,3,1,6.5,0
SHP0166,DR-4339,Hurricane,3020,Storm Shields Titan Ultra,Shelter,Protection,1600,1580,1560,DALLAS,Region VI,12/4/2017,12/8/2017,Truck,Safecover inc,32,50560,5,1,,4,1,32,0
SHP0167,DR-4339,Hurricane,4019,Portable Generators Titan Ultra,Power,Equipment,280,270,265,DALLAS,Region VI,12/4/2017,12/10/2017,Truck,Powergrid supply,750,202500,6,1,,6,1,750,0
SHP0168,DR-4339,Hurricane,5020,Thermal Coats Titan,Shelter,Warmth,3200,3200,3180,ATLANTA,Region IV,12/5/2017,12/7/2017,Truck,Comfortco,45,144000,3,1,,2,1,45,0
SHP0169,DR-4339,Hurricane,6019,Infant Kits Titan Ultra,Medical,Infant Care,1800,1780,1760,ATLANTA,Region IV,12/5/2017,12/9/2017,Truck,Careplus supply,6.5,11570,4,1,,4,1,6.5,0
SHP0170,DR-4339,Hurricane,7019,Medical Gauze Titan Ultra,Medical,Emergency,4000,4000,3980,DALLAS,Region VI,12/6/2017,12/8/2017,Truck,Medrelief inc,0.2,800,3,1,,2,1,0.2,0
SHP0171,DR-4339,Hurricane,8019,LED Panels Titan Ultra,Power,Lighting,2200,2180,2150,DALLAS,Region VI,12/6/2017,12/11/2017,Truck,Powergrid supply,20,43600,5,1,,5,1,20,0
SHP0172,DR-4339,Hurricane,9019,Power Switches Titan Ultra,Power,Accessories,1800,1780,1750,ATLANTA,Region IV,12/7/2017,12/9/2017,Truck,Powergrid supply,9,16020,3,1,,2,1,9,0
SHP0173,DR-4339,Hurricane,1021,Water Carriers Titan Ultra,Food & Water,Beverage,1200,1180,1170,ATLANTA,Region IV,12/7/2017,12/10/2017,Truck,Blueriver logistics,20,23600,3,1,,3,1,20,0
SHP0174,DR-4339,Hurricane,2022,Meal Packs Titan Max,Food & Water,Meal,4300,4250,4200,ATLANTA,Region IV,12/8/2017,12/10/2017,Truck,Blueriver logistics,7,29750,3,1,,2,1,7,0
SHP0175,DR-4339,Hurricane,3021,Storm Barriers Titan Max,Shelter,Protection,1700,1680,1660,DALLAS,Region VI,12/8/2017,12/13/2017,Truck,Safecover inc,34,57120,5,1,,5,1,34,0
SHP0176,DR-4339,Hurricane,4020,Portable Power Units Titan Max,Power,Equipment,600,580,570,DALLAS,Region VI,12/9/2017,12/14/2017,Truck,Powergrid supply,150,87000,6,1,,5,1,150,0
SHP0177,DR-4339,Hurricane,5021,Thermal Gloves Titan Ultra,Shelter,Warmth,3400,3400,3380,ATLANTA,Region IV,12/9/2017,12/12/2017,Truck,Comfortco,9,30600,3,1,,3,1,9,0
SHP0178,DR-4339,Hurricane,6020,Infant Towels Titan Ultra,Medical,Infant Care,1900,1880,1860,ATLANTA,Region IV,12/10/2017,12/13/2017,Truck,Careplus supply,0.8,1504,4,1,,3,1,0.8,0
SHP0179,DR-4339,Hurricane,7020,Medical Wraps Titan Ultra,Medical,Emergency,3200,3200,3180,DALLAS,Region VI,12/10/2017,12/13/2017,Truck,Medrelief inc,0.4,1280,3,1,,3,1,0.4,0
SHP0180,DR-4339,Hurricane,8020,LED Spotlights Titan Ultra,Power,Lighting,2000,1980,1950,DALLAS,Region VI,12/11/2017,12/15/2017,Truck,Powergrid supply,15,29700,5,1,,4,1,15,0
SHP0181,DR-4339,Hurricane,9020,Power Connectors Titan Ultra,Power,Accessories,1900,1880,1850,ATLANTA,Region IV,12/11/2017,12/14/2017,Truck,Powergrid supply,9,16920,3,1,,3,1,9,0
SHP0182,DR-4339,Hurricane,1022,Water Barrels Titan Ultra Pro,Food & Water,Beverage,1000,980,970,ATLANTA,Region IV,12/12/2017,12/14/2017,Truck,Blueriver logistics,32,31360,3,1,,2,1,32,0
SHP0183,DR-4339,Hurricane,2023,Meal Packs Titan Ultra Pro,Food & Water,Meal,4400,4350,4300,ATLANTA,Region IV,12/12/2017,12/15/2017,Truck,Blueriver logistics,7.5,32625,3,1,,3,1,7.5,0
SHP0184,DR-4339,Hurricane,3022,Storm Shields Titan Ultra Pro,Shelter,Protection,1800,1780,1760,DALLAS,Region VI,12/13/2017,12/17/2017,Truck,Safecover inc,36,64080,5,1,,4,1,36,0
SHP0185,DR-4339,Hurricane,4021,Portable Generators Titan Ultra Pro,Power,Equipment,300,290,285,DALLAS,Region VI,12/13/2017,12/19/2017,Truck,Powergrid supply,800,232000,6,1,,6,1,800,0
SHP0186,DR-4339,Hurricane,5022,Thermal Coats Titan Ultra,Shelter,Warmth,3300,3300,3280,ATLANTA,Region IV,12/14/2017,12/16/2017,Truck,Comfortco,50,165000,3,1,,2,1,50,0
SHP0187,DR-4339,Hurricane,6021,Infant Kits Titan Ultra Pro,Medical,Infant Care,2000,1980,1960,ATLANTA,Region IV,12/14/2017,12/18/2017,Truck,Careplus supply,7,13860,4,1,,4,1,7,0
SHP0188,DR-4339,Hurricane,7021,Medical Gauze Titan Ultra Pro,Medical,Emergency,4200,4200,4180,DALLAS,Region VI,12/15/2017,12/17/2017,Truck,Medrelief inc,0.22,924,3,1,,2,1,0.22,0
SHP0189,DR-4339,Hurricane,8021,LED Panels Titan Ultra Pro,Power,Lighting,2300,2280,2250,DALLAS,Region VI,12/15/2017,12/20/2017,Truck,Powergrid supply,22,50160,5,1,,5,1,22,0
SHP0190,DR-4339,Hurricane,9021,Power Switches Titan Ultra Pro,Power,Accessories,2000,1980,1950,ATLANTA,Region IV,12/16/2017,12/18/2017,Truck,Powergrid supply,10,19800,3,1,,2,1,10,0
SHP0191,DR-4339,Hurricane,1023,Water Carriers Titan Ultra Pro,Food & Water,Beverage,1300,1280,1270,ATLANTA,Region IV,12/16/2017,12/19/2017,Truck,Blueriver logistics,22,28160,3,1,,3,1,22,0
SHP0192,DR-4339,Hurricane,2024,Meal Packs Titan Ultra Max,Food & Water,Meal,4500,4450,4400,ATLANTA,Region IV,12/17/2017,12/19/2017,Truck,Blueriver logistics,8,35600,3,1,,2,1,8,0
SHP0193,DR-4339,Hurricane,3023,Storm Barriers Titan Ultra Max,Shelter,Protection,1900,1880,1860,DALLAS,Region VI,12/17/2017,12/22/2017,Truck,Safecover inc,38,71440,5,1,,5,1,38,0
SHP0194,DR-4339,Hurricane,4022,Portable Power Units Titan Ultra Max,Power,Equipment,650,630,620,DALLAS,Region VI,12/18/2017,12/23/2017,Truck,Powergrid supply,160,100800,6,1,,5,1,160,0
SHP0195,DR-4339,Hurricane,5023,Thermal Gloves Titan Ultra Pro,Shelter,Warmth,3500,3500,3480,ATLANTA,Region IV,12/18/2017,12/21/2017,Truck,Comfortco,10,35000,3,1,,3,1,10,0
SHP0196,DR-4339,Hurricane,6022,Infant Towels Titan Ultra Pro,Medical,Infant Care,2100,2080,2060,ATLANTA,Region IV,12/19/2017,12/22/2017,Truck,Careplus supply,0.9,1872,4,1,,3,1,0.9,0
SHP0197,DR-4339,Hurricane,7022,Medical Wraps Titan Ultra Pro,Medical,Emergency,3300,3300,3280,DALLAS,Region VI,12/19/2017,12/22/2017,Truck,Medrelief inc,0.45,1485,3,1,,3,1,0.45,0
SHP0198,DR-4339,Hurricane,8022,LED Spotlights Titan Ultra Pro,Power,Lighting,2100,2080,2050,DALLAS,Region VI,12/20/2017,12/24/2017,Truck,Powergrid supply,16,33280,5,1,,4,1,16,0
SHP0199,DR-4339,Hurricane,9022,Power Connectors Titan Ultra Pro,Power,Accessories,2000,1980,1950,ATLANTA,Region IV,12/20/2017,12/23/2017,Truck,Powergrid supply,10,19800,3,1,,3,1,10,0
SHP0200,DR-4339,Hurricane,1024,Water Barrels Titan Ultra Max,Food & Water,Beverage,1100,1080,1070,ATLANTA,Region IV,12/21/2017,12/23/2017,Truck,Blueriver logistics,34,36720,3,1,,2,1,34,0
SHP0201,DR-4339,Hurricane,1025,Water Carriers Titan Ultra Max,Food & Water,Beverage,1400,1380,1370,ATLANTA,Region IV,12/21/2017,12/24/2017,Truck,Blueriver logistics,24,33120,3,1,,3,1,24,0
SHP0202,DR-4339,Hurricane,2025,Meal Packs Titan Ultra Extreme,Food & Water,Meal,4600,4550,4500,ATLANTA,Region IV,12/22/2017,12/24/2017,Truck,Blueriver logistics,8.5,38675,3,1,,2,1,8.5,0
SHP0203,DR-4339,Hurricane,3024,Storm Shields Titan Ultra Extreme,Shelter,Protection,2000,1980,1960,DALLAS,Region VI,12/22/2017,12/27/2017,Truck,Safecover inc,40,79200,5,1,,5,1,40,0
SHP0204,DR-4339,Hurricane,4023,Portable Generators Titan Ultra Extreme,Power,Equipment,700,680,670,DALLAS,Region VI,12/23/2017,12/28/2017,Truck,Powergrid supply,170,115600,6,1,,5,1,170,0
SHP0205,DR-4339,Hurricane,5024,Thermal Coats Titan Ultra Max,Shelter,Warmth,3400,3400,3380,ATLANTA,Region IV,12/23/2017,12/26/2017,Truck,Comfortco,55,187000,3,1,,3,1,55,0
SHP0206,DR-4339,Hurricane,6023,Infant Kits Titan Ultra Extreme,Medical,Infant Care,2200,2180,2160,ATLANTA,Region IV,12/24/2017,12/27/2017,Truck,Careplus supply,7.5,16350,4,1,,3,1,7.5,0
SHP0207,DR-4339,Hurricane,7023,Medical Gauze Titan Ultra Extreme,Medical,Emergency,4300,4300,4280,DALLAS,Region VI,12/24/2017,12/27/2017,Truck,Medrelief inc,0.25,1075,3,1,,3,1,0.25,0
SHP0208,DR-4339,Hurricane,8023,LED Panels Titan Ultra Extreme,Power,Lighting,2400,2380,2350,DALLAS,Region VI,12/25/2017,12/29/2017,Truck,Powergrid supply,24,57120,5,1,,4,1,24,0
SHP0209,DR-4339,Hurricane,9023,Power Switches Titan Ultra Extreme,Power,Accessories,2100,2080,2050,ATLANTA,Region IV,12/25/2017,12/28/2017,Truck,Powergrid supply,11,22880,3,1,,3,1,11,0
SHP0210,DR-4339,Hurricane,1026,Water Barrels Titan Ultra Extreme,Food & Water,Beverage,1200,1180,1170,ATLANTA,Region IV,12/26/2017,12/28/2017,Truck,Blueriver logistics,36,42480,3,1,,2,1,36,0
SHP0211,DR-4339,Hurricane,2026,Meal Packs Titan Ultra Infinity,Food & Water,Meal,4700,4650,4600,ATLANTA,Region IV,12/26/2017,12/29/2017,Truck,Blueriver logistics,9,41850,3,1,,3,1,9,0
SHP0212,DR-4339,Hurricane,3025,Storm Barriers Titan Ultra Infinity,Shelter,Protection,2100,2080,2060,DALLAS,Region VI,12/27/2017,12/31/2017,Truck,Safecover inc,42,87360,5,1,,4,1,42,0
SHP0213,DR-4339,Hurricane,4024,Portable Power Units Titan Ultra Infinity,Power,Equipment,750,730,720,DALLAS,Region VI,12/27/2017,1/2/2018,Truck,Powergrid supply,180,131400,6,1,,6,1,180,0
SHP0214,DR-4339,Hurricane,5025,Thermal Gloves Titan Ultra Extreme,Shelter,Warmth,3600,3600,3580,ATLANTA,Region IV,12/28/2017,12/30/2017,Truck,Comfortco,12,43200,3,1,,2,1,12,0
SHP0215,DR-4339,Hurricane,6024,Infant Towels Titan Ultra Extreme,Medical,Infant Care,2300,2280,2260,ATLANTA,Region IV,12/28/2017,1/1/2018,Truck,Careplus supply,1,2280,4,1,,4,1,1,0
SHP0216,DR-4339,Hurricane,7024,Medical Wraps Titan Ultra Extreme,Medical,Emergency,3400,3400,3380,DALLAS,Region VI,12/29/2017,12/31/2017,Truck,Medrelief inc,0.5,1700,3,1,,2,1,0.5,0
SHP0217,DR-4339,Hurricane,8024,LED Spotlights Titan Ultra Extreme,Power,Lighting,2200,2180,2150,DALLAS,Region VI,12/29/2017,1/3/2018,Truck,Powergrid supply,18,39240,5,1,,5,1,18,0
SHP0218,DR-4339,Hurricane,9024,Power Connectors Titan Ultra Extreme,Power,Accessories,2200,2180,2150,ATLANTA,Region IV,12/30/2017,1/1/2018,Truck,Powergrid supply,12,26160,3,1,,2,1,12,0
SHP0219,DR-4339,Hurricane,1027,Water Carriers Titan Ultra Infinity,Food & Water,Beverage,1500,1480,1470,ATLANTA,Region IV,12/30/2017,1/2/2018,Truck,Blueriver logistics,26,38480,3,1,,3,1,26,0
SHP0220,DR-4339,Hurricane,2027,Meal Packs Titan Ultra Infinity Pro,Food & Water,Meal,4800,4750,4700,ATLANTA,Region IV,12/31/2017,1/2/2018,Truck,Blueriver logistics,9.5,45125,3,1,,2,1,9.5,0
SHP0221,DR-4339,Hurricane,3026,Storm Shields Titan Ultra Infinity Pro,Shelter,Protection,2200,2180,2160,DALLAS,Region VI,12/31/2017,1/5/2018,Truck,Safecover inc,44,95920,5,1,,5,1,44,0
SHP0222,DR-4339,Hurricane,4025,Portable Generators Titan Ultra Infinity Pro,Power,Equipment,800,780,770,DALLAS,Region VI,1/1/2018,1/6/2018,Truck,Powergrid supply,190,148200,6,1,,5,1,190,0
SHP0223,DR-4339,Hurricane,5026,Thermal Coats Titan Ultra Extreme Pro,Shelter,Warmth,3700,3700,3680,ATLANTA,Region IV,1/1/2018,1/4/2018,Truck,Comfortco,60,222000,3,1,,3,1,60,0
SHP0224,DR-4339,Hurricane,6025,Infant Kits Titan Ultra Infinity,Medical,Infant Care,2400,2380,2360,ATLANTA,Region IV,1/2/2018,1/5/2018,Truck,Careplus supply,8,19040,4,1,,3,1,8,0
SHP0225,DR-4339,Hurricane,7025,Medical Gauze Titan Ultra Infinity,Medical,Emergency,4500,4500,4480,DALLAS,Region VI,1/2/2018,1/5/2018,Truck,Medrelief inc,0.3,1350,3,1,,3,1,0.3,0
SHP0226,DR-4339,Hurricane,8025,LED Panels Titan Ultra Infinity,Power,Lighting,2500,2480,2450,DALLAS,Region VI,1/3/2018,1/7/2018,Truck,Powergrid supply,26,64480,5,1,,4,1,26,0
SHP0227,DR-4339,Hurricane,9025,Power Switches Titan Ultra Infinity,Power,Accessories,2300,2280,2250,ATLANTA,Region IV,1/3/2018,1/6/2018,Truck,Powergrid supply,13,29640,3,1,,3,1,13,0
SHP0228,DR-4339,Hurricane,1028,Water Barrels Titan Ultra Infinity Pro,Food & Water,Beverage,1300,1280,1270,ATLANTA,Region IV,1/4/2018,1/6/2018,Truck,Blueriver logistics,38,48640,3,1,,2,1,38,0
SHP0229,DR-4339,Hurricane,2028,Meal Packs Titan Ultra Infinity Max,Food & Water,Meal,4900,4850,4800,ATLANTA,Region IV,1/4/2018,1/7/2018,Truck,Blueriver logistics,10,48500,3,1,,3,1,10,0
SHP0230,DR-4339,Hurricane,3027,Storm Barriers Titan Ultra Infinity Max,Shelter,Protection,2300,2280,2260,DALLAS,Region VI,1/5/2018,1/9/2018,Truck,Safecover inc,46,104880,5,1,,4,1,46,0
SHP0231,DR-4339,Hurricane,4026,Portable Power Units Titan Ultra Infinity Max,Power,Equipment,850,830,820,DALLAS,Region VI,1/5/2018,1/11/2018,Truck,Powergrid supply,200,166000,6,1,,6,1,200,0
SHP0232,DR-4339,Hurricane,5027,Thermal Gloves Titan Ultra Infinity,Shelter,Warmth,3800,3800,3780,ATLANTA,Region IV,1/6/2018,1/8/2018,Truck,Comfortco,14,53200,3,1,,2,1,14,0
SHP0233,DR-4339,Hurricane,6026,Infant Towels Titan Ultra Infinity,Medical,Infant Care,2500,2480,2460,ATLANTA,Region IV,1/6/2018,1/10/2018,Truck,Careplus supply,1.2,2976,4,1,,4,1,1.2,0
SHP0234,DR-4339,Hurricane,7026,Medical Wraps Titan Ultra Infinity,Medical,Emergency,4600,4600,4580,DALLAS,Region VI,1/7/2018,1/9/2018,Truck,Medrelief inc,0.55,2530,3,1,,2,1,0.55,0
SHP0235,DR-4339,Hurricane,8026,LED Spotlights Titan Ultra Infinity,Power,Lighting,2600,2580,2550,DALLAS,Region VI,1/7/2018,1/12/2018,Truck,Powergrid supply,20,51600,5,1,,5,1,20,0
SHP0236,DR-4339,Hurricane,9026,Power Connectors Titan Ultra Infinity,Power,Accessories,2400,2380,2350,ATLANTA,Region IV,1/8/2018,1/10/2018,Truck,Powergrid supply,14,33320,3,1,,2,1,14,0
SHP0237,DR-4339,Hurricane,1029,Water Carriers Titan Ultra Infinity Max,Food & Water,Beverage,1600,1580,1570,ATLANTA,Region IV,1/8/2018,1/11/2018,Truck,Blueriver logistics,28,44240,3,1,,3,1,28,0
SHP0238,DR-4339,Hurricane,2029,Meal Packs Titan Ultra Infinity Max Pro,Food & Water,Meal,5000,4950,4900,ATLANTA,Region IV,1/9/2018,1/11/2018,Truck,Blueriver logistics,10.5,51975,3,1,,2,1,10.5,0
SHP0239,DR-4339,Hurricane,3028,Storm Shields Titan Ultra Infinity Max Pro,Shelter,Protection,2400,2380,2360,DALLAS,Region VI,1/9/2018,1/14/2018,Truck,Safecover inc,48,114240,5,1,,5,1,48,0
SHP0240,DR-4339,Hurricane,4027,Portable Generators Titan Ultra Infinity Max Pro,Power,Equipment,900,880,870,DALLAS,Region VI,1/10/2018,1/15/2018,Truck,Powergrid supply,210,184800,6,1,,5,1,210,0
SHP0241,DR-4339,Hurricane,5028,Thermal Coats Titan Ultra Infinity Max,Shelter,Warmth,3900,3900,3880,ATLANTA,Region IV,1/10/2018,1/13/2018,Truck,Comfortco,65,253500,3,1,,3,1,65,0
SHP0242,DR-4339,Hurricane,6027,Infant Kits Titan Ultra Infinity Max,Medical,Infant Care,2600,2580,2560,ATLANTA,Region IV,1/11/2018,1/14/2018,Truck,Careplus supply,8.5,21930,4,1,,3,1,8.5,0
SHP0243,DR-4339,Hurricane,7027,Medical Gauze Titan Ultra Infinity Max,Medical,Emergency,4700,4700,4680,DALLAS,Region VI,1/11/2018,1/14/2018,Truck,Medrelief inc,0.35,1645,3,1,,3,1,0.35,0
SHP0244,DR-4339,Hurricane,8027,LED Panels Titan Ultra Infinity Max,Power,Lighting,2700,2680,2650,DALLAS,Region VI,1/12/2018,1/16/2018,Truck,Powergrid supply,28,75040,5,1,,4,1,28,0
SHP0245,DR-4339,Hurricane,9027,Power Switches Titan Ultra Infinity Max,Power,Accessories,2500,2480,2450,ATLANTA,Region IV,1/12/2018,1/15/2018,Truck,Powergrid supply,15,37200,3,1,,3,1,15,0
SHP0246,DR-4339,Hurricane,1030,Water Barrels Titan Ultra Infinity Max Pro,Food & Water,Beverage,1400,1380,1370,ATLANTA,Region IV,1/13/2018,1/15/2018,Truck,Blueriver logistics,40,55200,3,1,,2,1,40,0
SHP0247,DR-4339,Hurricane,2030,Meal Packs Titan Ultra Infinity Max Elite,Food & Water,Meal,5100,5050,5000,ATLANTA,Region IV,1/13/2018,1/16/2018,Truck,Blueriver logistics,11,55550,3,1,,3,1,11,0
SHP0248,DR-4339,Hurricane,3029,Storm Barriers Titan Ultra Infinity Max Elite,Shelter,Protection,2500,2480,2460,DALLAS,Region VI,1/14/2018,1/18/2018,Truck,Safecover inc,50,124000,5,1,,4,1,50,0
SHP0249,DR-4339,Hurricane,4028,Portable Power Units Titan Ultra Infinity Max Elite,Power,Equipment,950,930,920,DALLAS,Region VI,1/14/2018,1/20/2018,Truck,Powergrid supply,220,204600,6,1,,6,1,220,0
SHP0250,DR-4339,Hurricane,5029,Thermal Gloves Titan Ultra Infinity Max,Shelter,Warmth,4000,4000,3980,ATLANTA,Region IV,1/15/2018,1/17/2018,Truck,Comfortco,16,64000,3,1,,2,1,16,0
SHP0251,DR-4339,Hurricane,5030,Thermal Gloves Titan Ultra Infinity Max Pro,Shelter,Warmth,4100,4100,4080,ATLANTA,Region IV,1/15/2018,1/18/2018,Truck,Comfortco,18,73800,3,1,,3,1,18,0
SHP0252,DR-4339,Hurricane,6028,Infant Towels Titan Ultra Infinity Max Pro,Medical,Infant Care,2700,2680,2660,ATLANTA,Region IV,1/16/2018,1/19/2018,Truck,Careplus supply,1.3,3484,4,1,,3,1,1.3,0
SHP0253,DR-4339,Hurricane,7028,Medical Wraps Titan Ultra Infinity Max Pro,Medical,Emergency,4800,4800,4780,DALLAS,Region VI,1/16/2018,1/19/2018,Truck,Medrelief inc,0.6,2880,3,1,,3,1,0.6,0
SHP0254,DR-4339,Hurricane,8028,LED Spotlights Titan Ultra Infinity Max Pro,Power,Lighting,2800,2780,2750,DALLAS,Region VI,1/17/2018,1/21/2018,Truck,Powergrid supply,22,61160,5,1,,4,1,22,0
SHP0255,DR-4339,Hurricane,9028,Power Connectors Titan Ultra Infinity Max Pro,Power,Accessories,2600,2580,2550,ATLANTA,Region IV,1/17/2018,1/20/2018,Truck,Powergrid supply,16,41280,3,1,,3,1,16,0
SHP0256,DR-4339,Hurricane,1031,Water Carriers Titan Ultra Infinity Max Elite,Food & Water,Beverage,1700,1680,1670,ATLANTA,Region IV,1/18/2018,1/20/2018,Truck,Blueriver logistics,30,50400,3,1,,2,1,30,0
